model.0.conv,0.5267816743866244,0.7605488872612627
model.1.conv,0.5215917390756262,0.7550087706208871
model.2.cv1.conv,0.5230454942956585,0.7586978406556566
model.2.cv2.conv,0.5256263727451722,0.7614317600392715
model.2.m.0.cv1.conv,0.5252920223279419,0.7631585658475185
model.2.m.0.cv2.conv,0.524846054466221,0.7588245332657139
model.3.conv,0.515322187824937,0.749820460459341
model.4.cv1.conv,0.5231799181036243,0.7590985169302739
model.4.cv2.conv,0.5240256145955036,0.7571221099050931
model.4.m.0.cv1.conv,0.528655570541203,0.7620098926851842
model.4.m.0.cv2.conv,0.5231959931616319,0.7549239092194064
model.4.m.1.cv1.conv,0.528677308905922,0.7632137171782306
model.4.m.1.cv2.conv,0.5259136405188886,0.759997821720964
model.5.conv,0.5273212308886882,0.7651941373612039
model.6.cv1.conv,0.5284565690980887,0.7641804983127933
model.6.cv2.conv,0.5295449638513442,0.7614933528069852
model.6.m.0.cv1.conv,0.5293257981442963,0.7633053174850526
model.6.m.0.cv2.conv,0.5250937600846505,0.7580594458572997
model.6.m.1.cv1.conv,0.52374637877588,0.7568426236594297
model.6.m.1.cv2.conv,0.5243612527729515,0.7613843643632868
model.7.conv,0.5270201491120942,0.7595806613943326
model.8.cv1.conv,0.526976572550911,0.7602602079493384
model.8.cv2.conv,0.5277228196594673,0.7623570120777763
model.8.m.0.cv1.conv,0.5241290593589889,0.7555629972339732
model.8.m.0.cv2.conv,0.5273860196438833,0.7624234514456669
model.9.cv1.conv,0.5271301780982475,0.7625941170562035
model.9.cv2.conv,0.5271566861016045,0.7623765975102071
model.12.cv1.conv,0.5218342877197718,0.754995189877874
model.12.cv2.conv,0.5266687814275707,0.7611284262583415
model.12.m.0.cv1.conv,0.5271552860712367,0.7650660467422893
model.12.m.0.cv2.conv,0.527668043097954,0.7619243822835045
model.15.cv1.conv,0.5284942550265319,0.7624966729775665
model.15.cv2.conv,0.5223274013261294,0.7570396150834858
model.15.m.0.cv1.conv,0.5264835351607388,0.7610742795386038
model.15.m.0.cv2.conv,0.526503930384833,0.7625576736151749
model.16.conv,0.5287935539442165,0.7639889007185776
model.18.cv1.conv,0.5284240153632618,0.7611362921252911
model.18.cv2.conv,0.5272004012433312,0.7614994932792386
model.18.m.0.cv1.conv,0.5270937938466078,0.7642350984475303
model.18.m.0.cv2.conv,0.5224975066308719,0.7589916765089401
model.19.conv,0.528259795798755,0.7603497404540095
model.21.cv1.conv,0.5274035528383563,0.7634114358242332
model.21.cv2.conv,0.5265716020238828,0.7626351329941305
model.21.m.0.cv1.conv,0.5278152934068039,0.760038962703711
model.21.m.0.cv2.conv,0.529545727714774,0.7652987026873799
model.22.cv2.0.0.conv,0.5282317091334816,0.7631343275950415
model.22.cv2.0.1.conv,0.5260468032029197,0.765285619317715
model.22.cv2.0.2,0.529567771566972,0.7612711358613415
model.22.cv2.1.0.conv,0.5262486134246889,0.7569086682158525
model.22.cv2.1.1.conv,0.5211824041103998,0.7509335971606371
model.22.cv2.1.2,0.5302907672225273,0.7682262309364442
model.22.cv2.2.0.conv,0.528841833052106,0.7658892716587283
model.22.cv2.2.1.conv,0.5330576775976178,0.7690691322612607
model.22.cv2.2.2,0.5300494640574862,0.7652315671641103
model.22.cv3.0.0.conv,0.5303232683660226,0.7651032157500383
model.22.cv3.0.1.conv,0.5249900100998968,0.7581841641034623
model.22.cv3.0.2,0.5271914728158879,0.7616779090107629
model.22.cv3.1.0.conv,0.5232558892361644,0.7580280325990523
model.22.cv3.1.1.conv,0.5280898568734372,0.7635784554058692
model.22.cv3.1.2,0.5230414356356191,0.7538385477605181
model.22.cv3.2.0.conv,0.5290404895100467,0.764653558720026
model.22.cv3.2.1.conv,0.5267160062614156,0.759178319438577
model.22.cv3.2.2,0.527604374300486,0.765088302201472
